,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_ATG,SG_APP,SG_OTT,SG_TTG,SG_T,PAR3,PAR4,PAR5,POINTS,TOP 10,1ST,Year
149,Charl Schwartzel,65,71.349,299.5,55.19,61.11,.081,-.073,-.168,-.035,-.276,-.195,3.14,4.08,4.73,528,3,,2018
150,Bud Cauley,55,71.356,295.4,60.81,64.26,.367,.239,-.032,-.113,.094,.461,3.03,4.07,4.66,405,2,,2018
151,Stephan Jaeger,81,71.356,299.2,58.76,67.11,-.144,.175,-.166,.045,.054,-.090,3.13,4.05,4.58,211,,,2018
152,Si Woo Kim,108,71.367,290.8,60.68,63.78,-.168,.291,-.200,-.014,.077,-.092,3.06,4.07,4.67,"1,026",5,,2018
153,Adam Schenk,86,71.370,305.5,57.67,67.92,.130,-.091,-.262,.073,-.280,-.150,3.06,4.06,4.68,239,1,,2018
154,J.J. Henry,81,71.372,291.8,66.22,70.52,-.569,-.138,.340,.174,.376,-.193,3.05,4.05,4.71,239,1,,2018
155,Jonathan Byrd,70,71.398,291.7,58.59,68.19,-.106,.339,.043,-.542,-.160,-.266,3.04,4.06,4.61,147,,,2018
156,Retief Goosen,60,71.409,296.2,55.22,61.75,-.411,-.083,.389,-.392,-.085,-.497,3.08,4.09,4.73,261,1,,2018
157,Robert Garrigus,80,71.457,307.9,56.37,65.28,-.569,-.186,.331,.210,.356,-.213,3.06,4.03,4.73,353,1,,2018
158,Martin Flores,92,71.458,300.0,54.92,66.34,-.289,-.098,-.083,-.097,-.278,-.567,3.04,4.07,4.69,215,,,2018
159,Conrad Shindler,60,71.465,291.3,65.77,66.27,-.166,-.252,-.008,.114,-.147,-.313,3.02,4.06,4.59,92,,,2018
160,Whee Kim,93,71.477,285.8,61.11,63.55,.427,-.146,.030,-.748,-.864,-.437,3.06,4.05,4.70,805,3,,2018
161,Sean O'Hair,67,71.479,302.7,60.09,63.84,-.207,-.164,-.073,.211,-.026,-.233,3.13,4.06,4.64,526,2,,2018
162,Xinjun Zhang,81,71.486,298.7,65.33,67.04,-.437,-.182,-.254,.139,-.297,-.734,3.03,4.09,4.65,195,1,,2018
163,Rob Oppenheim,74,71.532,285.2,56.26,64.05,.045,.050,.026,-.662,-.586,-.542,3.01,4.08,4.65,148,,,2018
164,Wesley Bryan,69,71.552,280.4,55.41,61.28,.360,.407,.222,-1.443,-.814,-.454,3.07,4.05,4.74,219,,,2018
165,Hudson Swafford,73,71.619,302.8,64.57,68.99,-.260,-.221,-.237,.225,-.232,-.492,3.18,4.03,4.61,245,,,2018
166,Chris Stroud,81,71.628,289.8,62.24,62.94,.053,-.058,-.056,-.277,-.391,-.338,3.12,4.04,4.71,255,1,,2018
167,Steve Wheatcroft,60,71.631,288.9,69.79,66.57,-.128,-.258,-.065,.112,-.211,-.339,3.09,4.04,4.64,138,1,,2018
168,Michael Kim,74,71.662,289.9,54.89,60.63,.259,-.027,-.213,-1.023,-1.262,-1.003,3.13,4.08,4.67,675,1,1,2018
169,Ricky Barnes,65,71.663,290.6,47.15,63.75,.338,.257,.059,-1.019,-.703,-.365,2.97,4.10,4.55,164,1,,2018
170,Chad Campbell,87,71.683,286.5,64.70,65.54,-.454,.023,-.010,-.042,-.029,-.484,3.12,4.06,4.70,361,2,,2018
171,Billy Hurley III,70,71.715,284.0,59.24,63.02,.025,.139,-.170,-.696,-.727,-.702,3.11,4.07,4.72,73,,,2018
172,Roberto DÃ­az,72,71.731,286.3,63.20,63.73,.168,-.237,-.600,-.165,-1.001,-.833,3.11,4.06,4.72,107,,,2018
173,Derek Fathauer,84,71.827,289.1,53.27,60.35,.363,-.048,-.365,-.757,-1.170,-.807,3.03,4.12,4.70,316,1,,2018
174,Robert Streb,78,71.905,292.6,54.11,64.94,-.081,.084,.096,-.680,-.500,-.581,3.07,4.10,4.73,155,1,,2018
175,Martin Piller,79,71.929,292.2,58.51,60.39,.119,-.186,-.811,-.248,-1.246,-1.127,3.09,4.11,4.64,371,2,,2018
176,Jonathan Randolph,71,71.945,289.4,62.18,60.43,.115,-.182,-.538,-.271,-.992,-.877,3.11,4.10,4.69,166,1,,2018
177,Sung Kang,89,71.954,293.1,56.72,63.20,-.235,-.225,-.094,-.488,-.806,-1.041,3.02,4.13,4.71,490,2,,2018
178,Ethan Tracy,72,72.038,299.0,60.25,64.87,-.026,-.309,-.424,-.054,-.787,-.813,3.11,4.06,4.73,157,,,2018
179,Matt Every,79,72.044,294.2,55.50,64.59,-.364,-.314,-.024,-.437,-.775,-1.139,3.10,4.12,4.64,113,1,,2018
180,Grayson Murray,72,72.091,307.3,56.00,62.50,-.350,-.015,-.347,.375,.014,-.336,3.12,4.06,4.79,438,2,,2018
181,Cody Gribble,71,72.112,301.0,55.45,62.48,.201,-.111,-.696,-.212,-1.020,-.819,3.14,4.07,4.76,141,,,2018
182,Jonas Blixt,67,72.134,293.1,60.30,62.02,.244,.196,-.563,-.424,-.791,-.547,3.14,4.08,4.73,167,,,2018
183,Cameron Tringale,67,72.146,289.3,51.99,65.52,-.104,.088,.348,-1.351,-.915,-1.019,3.09,4.11,4.71,88,,,2018
184,Satoshi Kodaira,51,72.182,293.6,65.53,60.30,-.645,-.930,-.284,.027,-1.187,-1.832,3.15,4.12,4.78,600,1,1,2018
185,Matt Atkins,56,72.251,301.4,57.50,63.46,-.198,-.027,-1.039,.134,-.932,-1.129,3.11,4.06,4.72,44,,,2018
186,Rod Pampling,62,72.445,288.4,63.69,62.64,-.421,-.163,-.415,-.095,-.673,-1.094,3.10,4.09,4.82,64,,,2018
187,Greg Chalmers,56,72.531,282.8,58.90,56.94,.790,-.174,-1.192,-.690,-2.056,-1.266,3.09,4.15,4.77,133,1,,2018
188,Kyle Thompson,50,72.673,285.3,62.99,62.44,-.750,-.014,.036,-.534,-.512,-1.262,3.16,4.08,4.79,10,,,2018
189,Zecheng Dou,53,72.773,291.9,54.76,63.72,-.667,-.187,-.265,-.079,-.531,-1.198,3.10,4.13,4.80,21,,,2018
190,D.A. Points,63,73.019,280.8,60.47,60.20,.110,.051,-.541,-1.069,-1.559,-1.449,3.14,4.12,4.76,162,1,,2018
191,Daniel Summerhays,51,73.177,287.1,54.69,56.79,.736,-.277,-1.586,-.977,-2.840,-2.105,3.22,4.12,4.69,89,1,,2018
192,Andrew Yun,51,73.624,290.6,53.58,61.85,-.600,-.432,-.447,-.457,-1.336,-1.936,3.09,4.17,4.88,16,,,2018
0,Rory McIlroy,72,69.057,313.5,61.82,68.55,.425,.297,.633,1.195,2.126,2.551,2.96,3.95,4.52,-18,14,3,2019
1,Patrick Cantlay,77,69.306,304.7,57.34,67.21,.386,.356,.640,.475,1.471,1.857,2.97,3.96,4.53,+1,9,1,2019
2,Webb Simpson,81,69.377,288.6,66.82,65.81,.608,.294,.613,-.007,.899,1.507,3.00,3.96,4.53,-1,6,,2019
3,Brooks Koepka,81,69.395,309.0,61.83,69.97,.226,.036,.636,.468,1.140,1.366,3.03,3.95,4.51,-13,9,3,2019
4,Justin Thomas,75,69.466,302.2,59.98,70.68,-.186,.352,.985,.479,1.817,1.631,3.03,3.96,4.42,-13,7,1,2019
5,Jon Rahm,75,69.618,305.6,62.50,69.04,.336,.073,.405,.692,1.170,1.505,3.01,3.96,4.54,-4,12,1,2019
6,Adam Scott,63,69.693,299.3,59.91,68.94,.348,.351,.846,.285,1.483,1.831,3.03,4.00,4.48,-8,9,,2019
7,Tommy Fleetwood,71,69.729,298.7,64.02,66.93,.169,.329,.235,.545,1.110,1.279,3.03,3.99,4.61,-1,6,,2019
8,Paul Casey,79,69.821,298.4,67.68,70.96,-.092,.133,.706,.614,1.453,1.361,3.04,3.99,4.53,-9,7,1,2019
9,Justin Rose,66,69.825,303.2,60.14,64.78,.504,.036,.525,.179,.739,1.243,3.02,4.00,4.56,+3,7,1,2019
10,Xander Schauffele,77,69.834,304.1,60.29,68.39,.244,.211,.481,.456,1.149,1.393,3.04,3.98,4.50,-14,6,2,2019
11,Hideki Matsuyama,91,69.841,303.0,61.28,69.38,.011,.347,.759,.381,1.487,1.498,2.97,3.99,4.54,-5,7,,2019
12,Dustin Johnson,73,69.895,312.0,55.57,66.98,.096,.234,.288,.703,1.225,1.321,3.04,4.00,4.54,+10,7,1,2019
13,Matt Kuchar,87,69.916,289.5,67.41,69.38,.302,.105,.591,.063,.760,1.062,3.03,3.99,4.50,-1,8,2,2019
14,Tony Finau,89,69.955,309.5,56.94,67.46,-.103,.048,.384,.439,.871,.768,3.01,4.01,4.53,-7,6,,2019
15,Rickie Fowler,76,69.955,303.1,60.62,67.76,.541,.120,.158,.247,.525,1.066,3.01,3.98,4.59,E,6,1,2019
16,Lucas Glover,94,70.083,296.1,66.14,68.15,.164,.145,.330,.337,.812,.976,3.01,3.98,4.59,+10,7,,2019
17,Henrik Stenson,58,70.089,282.7,72.13,66.11,.106,.010,1.149,-.293,.866,.971,3.05,4.04,4.61,523,3,,2019
18,Jim Furyk,73,70.090,275.0,74.45,69.28,.113,.114,.741,-.072,.784,.897,3.02,4.00,4.67,911,3,,2019
19,Bryson DeChambeau,75,70.177,302.5,65.02,66.20,.372,-.016,.236,.421,.641,1.013,3.01,4.01,4.52,-4,5,1,2019
20,Patrick Reed,93,70.208,296.8,60.10,66.22,.261,.332,.138,.145,.615,.876,3.04,3.98,4.57,-5,5,1,2019
21,Jason Day,69,70.212,302.0,61.76,69.70,.356,.025,-.083,.535,.477,.833,3.04,3.99,4.58,891,6,,2019
22,Gary Woodland,87,70.229,308.2,63.41,69.05,-.143,.008,.545,.472,1.025,.882,3.06,3.99,4.49,-2,8,1,2019
23,Chez Reavie,99,70.247,287.0,75.72,67.93,.062,-.117,.625,.254,.762,.824,3.02,3.98,4.63,-6,6,1,2019
24,Sungjae Im,122,70.252,295.9,65.45,67.61,.323,.285,.075,.341,.700,1.023,3.03,3.99,4.50,E,7,,2019
25,Louis Oosthuizen,71,70.259,296.3,66.93,66.84,.169,.270,.208,.130,.608,.777,3.05,3.99,4.66,+1,5,,2019
26,Sergio Garcia,53,70.321,302.5,58.82,63.26,-.078,-.051,.525,.350,.824,.746,3.14,4.06,4.53,637,5,,2019
27,Scott Piercy,90,70.333,292.4,67.61,70.09,.146,.067,.147,.270,.485,.631,2.97,3.98,4.59,"1,104",6,,2019
28,Rory Sabbatini,97,70.409,289.4,66.92,66.91,.154,.263,.103,.300,.667,.820,2.98,4.01,4.55,"1,140",6,,2019
29,Kevin Kisner,97,70.416,286.4,69.39,66.99,.450,-.186,.257,.149,.221,.671,3.05,3.99,4.63,-5,5,1,2019
30,Jason Kokrak,94,70.431,306.4,62.74,68.77,-.018,-.241,.745,.550,1.054,1.036,3.00,4.00,4.61,-3,5,,2019
31,Marc Leishman,76,70.434,296.2,59.39,67.21,.302,.135,.472,-.077,.531,.833,2.98,4.02,4.55,+2,7,1,2019
32,Daniel Berger,70,70.443,301.0,65.48,65.15,-.043,-.029,.007,.344,.322,.280,3.04,4.01,4.64,361,1,,2019
33,Vaughn Taylor,93,70.450,282.9,69.03,66.85,.636,.032,.269,-.205,.096,.732,2.99,3.99,4.62,937,4,,2019
34,Jordan Spieth,82,70.453,295.2,53.12,62.80,.862,.246,-.198,-.452,-.403,.459,3.01,4.02,4.62,"1,026",4,,2019
35,Byeong Hun An,80,70.480,307.1,57.98,67.75,-.583,.631,.420,.351,1.402,.819,3.08,3.99,4.61,892,3,,2019
36,Charles Howell III,94,70.483,302.8,62.83,70.51,.291,.328,-.072,.262,.518,.809,2.99,3.98,4.58,+4,5,1,2019
37,Ian Poulter,65,70.502,291.5,63.60,66.86,.425,.267,.150,-.078,.339,.764,3.04,4.03,4.52,"1,072",6,,2019
38,Brandt Snedeker,102,70.520,287.2,63.25,64.93,.592,.480,.083,-.193,.370,.962,3.07,3.99,4.62,+2,6,,2019
39,Russell Knox,79,70.521,289.2,65.90,69.06,-.176,.129,.585,.013,.726,.550,3.03,4.02,4.64,452,2,,2019
40,Matthew Fitzpatrick,54,70.525,287.9,66.06,63.94,-.054,.194,.409,.338,.941,.887,3.08,4.07,4.61,,2,,2019
41,Adam Hadwin,86,70.545,291.2,67.77,67.55,.252,-.227,.008,.310,.091,.343,3.05,4.03,4.55,904,5,,2019
42,Denny McCarthy,89,70.546,290.8,65.84,65.98,.926,.149,-.448,.061,-.239,.687,2.98,4.00,4.51,443,2,,2019
43,Bud Cauley,82,70.574,293.4,63.26,67.21,-.052,.577,.196,-.163,.610,.558,3.00,4.00,4.57,482,2,,2019
44,Abraham Ancer,93,70.580,293.3,70.21,66.79,-.065,-.005,.011,.575,.580,.515,3.06,3.98,4.62,+1,4,,2019
45,Tyrrell Hatton,62,70.585,296.6,62.96,66.28,-.192,.286,.218,.176,.681,.489,3.06,4.04,4.72,574,3,,2019
46,Graeme McDowell,75,70.591,285.9,62.69,64.79,.731,.096,-.016,-.426,-.346,.385,3.05,4.02,4.65,750,3,1,2019
47,Wyndham Clark,87,70.595,311.8,56.37,65.95,.640,.261,-.572,.084,-.227,.413,3.09,4.00,4.48,771,3,,2019
48,Joaquin Niemann,98,70.621,301.5,61.72,68.06,-.170,.018,.484,.338,.840,.670,3.06,3.98,4.64,751,4,,2019
49,Talor Gooch,54,70.629,297.4,58.68,69.96,.111,-.104,.604,-.240,.259,.370,3.04,3.99,4.57,474,2,,2019
50,J.T. Poston,100,70.633,293.8,62.89,66.84,.212,.038,.223,.032,.294,.506,3.06,4.00,4.56,"1,238",3,1,2019
51,Billy Horschel,99,70.644,291.8,64.71,67.63,.522,.014,.147,.145,.307,.829,2.99,4.01,4.65,"1,065",4,,2019
52,Zach Johnson,64,70.644,287.5,66.59,62.59,-.087,.095,.398,.053,.546,.459,3.05,4.04,4.64,276,1,,2019
53,Andrew Putnam,81,70.644,281.5,60.64,65.94,.700,.061,.414,-.639,-.164,.536,2.98,4.03,4.61,"1,145",3,,2019
54,Michael Thompson,71,70.662,288.4,69.12,65.73,.339,.113,.018,-.045,.087,.426,3.01,4.01,4.64,527,4,,2019
55,Ryan Palmer,74,70.679,298.6,60.67,68.35,.041,-.216,.395,.255,.434,.475,3.06,3.98,4.61,"1,141",6,1,2019
56,Nate Lashley,70,70.692,289.6,65.19,67.48,.304,-.021,.487,-.247,.219,.523,3.08,3.98,4.57,849,2,1,2019
57,Nick Taylor,97,70.697,292.1,61.68,67.26,.330,.038,-.051,.135,.122,.452,3.07,3.99,4.60,408,1,,2019
58,Bubba Watson,65,70.710,311.6,58.13,66.76,-.344,-.067,-.052,.743,.624,.281,3.09,4.07,4.49,572,3,,2019
59,Harold Varner III,84,70.716,302.0,59.97,67.21,-.202,.076,.093,.260,.429,.227,3.03,4.00,4.63,"1,122",3,,2019
60,Dylan Frittelli,83,70.737,296.5,62.71,68.24,-.169,.149,.186,.272,.608,.439,3.08,3.99,4.56,802,1,1,2019
61,Aaron Wise,72,70.739,302.6,61.75,68.60,-.146,.026,-.085,.533,.475,.329,3.01,4.04,4.54,441,1,,2019
62,Peter Malnati,87,70.762,292.2,54.62,63.99,.467,.097,.225,-.410,-.088,.379,3.02,4.00,4.65,423,1,,2019
63,Kevin Streelman,83,70.763,291.8,67.99,69.75,-.251,.058,.479,.383,.919,.669,3.05,4.00,4.64,609,4,,2019
64,Jhonattan Vegas,75,70.765,308.3,58.93,69.29,-.156,-.190,.219,.753,.782,.626,3.07,4.01,4.53,602,3,,2019
65,Corey Conners,90,70.775,297.3,66.92,73.06,-.576,-.123,.665,.653,1.196,.620,3.00,4.02,4.63,+3,4,1,2019
66,Rafa Cabrera Bello,71,70.780,289.6,64.52,62.99,.043,.107,.089,.180,.376,.419,3.17,4.00,4.62,713,2,,2019
67,Aaron Baddeley,55,70.783,286.3,57.74,63.33,.654,.460,-.340,-.460,-.340,.313,3.01,3.99,4.72,428,3,,2019
68,Cameron Tringale,73,70.796,296.9,60.53,69.66,.204,.123,.327,-.108,.342,.546,3.05,3.97,4.62,459,2,,2019
69,Matt Jones,88,70.810,294.1,62.17,66.60,.120,.352,-.148,.304,.508,.628,3.06,4.02,4.52,515,2,,2019
70,Emiliano Grillo,85,70.814,295.7,68.13,68.73,-.633,-.345,.926,.470,1.051,.418,3.04,4.05,4.57,765,2,,2019
71,Cameron Smith,79,70.814,294.2,59.36,63.66,.157,.286,.004,-.123,.167,.324,3.06,4.03,4.65,566,3,,2019
72,Adam Schenk,102,70.817,300.8,61.27,68.61,.341,-.075,.142,.080,.146,.487,3.02,4.01,4.59,657,3,,2019
73,Danny Willett,63,70.828,293.8,59.57,66.23,-.130,.154,.250,.108,.513,.383,3.09,4.05,4.63,565,2,,2019
74,Johnson Wagner,64,70.847,283.4,67.08,71.55,.488,-.268,-.015,-.200,-.483,.005,3.00,4.00,4.59,312,1,,2019
75,Keegan Bradley,89,70.849,298.5,66.35,68.50,-.516,-.142,.567,.238,.663,.147,2.98,4.04,4.68,761,3,,2019
76,Martin Laird,88,70.866,298.9,63.09,69.86,.019,.029,.075,.100,.204,.223,3.03,4.02,4.54,408,4,,2019
77,Russell Henley,78,70.874,287.7,69.33,68.10,-.299,-.005,.334,.137,.466,.167,3.06,4.00,4.65,553,1,,2019
78,Jonas Blixt,82,70.875,289.4,64.31,65.13,.130,.034,-.039,-.003,-.008,.122,3.03,4.01,4.69,392,1,,2019
79,Ryan Armour,92,70.888,277.9,73.81,67.57,.190,.106,-.002,-.103,.001,.190,2.99,4.00,4.68,475,1,,2019
80,Mackenzie Hughes,80,70.907,297.2,57.98,65.28,-.014,.006,.032,-.068,-.030,-.044,3.07,4.02,4.61,479,2,,2019
81,SebastiÃ¡n MuÃ±oz,86,70.907,298.8,59.80,68.26,.076,.261,.054,-.048,.268,.343,3.05,4.00,4.55,423,3,,2019
82,Nick Watney,87,70.908,301.7,59.29,68.61,.012,.040,.071,.010,.121,.133,3.01,4.04,4.55,480,3,,2019
83,Kiradech Aphibarnrat,65,70.911,292.4,63.25,61.65,.337,.194,-.433,-.015,-.254,.083,3.06,4.05,4.64,568,3,,2019
84,Sam Ryder,76,70.912,293.9,63.62,67.98,.427,-.161,.158,.038,.035,.462,3.05,3.98,4.58,458,2,,2019
85,Joel Dahmen,100,70.932,292.4,68.51,66.72,-.102,-.204,.141,.249,.187,.085,3.04,4.03,4.61,868,2,,2019
86,Troy Merritt,69,70.950,293.3,66.43,68.85,.085,.041,.366,-.054,.336,.421,2.98,4.01,4.52,842,4,,2019
87,Shawn Stefani,80,70.958,295.9,61.89,69.96,-.159,.133,.421,-.303,.252,.093,2.98,4.00,4.67,374,2,,2019
88,Scott Brown,86,70.960,288.6,65.41,66.53,.073,-.194,-.083,.199,-.077,-.004,3.07,4.03,4.59,442,4,,2019
89,Si Woo Kim,87,70.963,292.4,62.95,64.91,-.060,.305,-.177,.066,.194,.134,3.07,4.01,4.55,956,5,,2019
90,C.T. Pan,84,70.966,285.0,64.77,64.16,-.062,.180,.054,-.114,.120,.059,3.06,4.03,4.63,"1,125",2,1,2019
91,Francesco Molinari,61,70.974,288.7,66.45,63.58,-.211,.105,.040,.105,.250,.038,3.05,4.04,4.74,"1,080",3,1,2019
92,Ryan Moore,74,70.974,282.2,75.53,68.17,.062,.055,.596,.114,.765,.826,3.03,4.01,4.59,944,2,,2019
93,Josh Teater,73,70.983,292.0,63.50,70.48,-.017,-.162,.361,.081,.279,.262,3.03,3.98,4.65,296,2,,2019
94,Cameron Davis,76,70.985,309.0,58.01,68.75,-.204,-.021,.165,.197,.340,.137,3.04,4.02,4.54,252,,,2019
95,Sepp Straka,78,70.987,304.4,63.91,69.06,.056,-.191,.309,.378,.496,.552,3.08,3.99,4.61,432,1,,2019
96,Sam Burns,80,70.995,307.2,57.17,64.74,.369,-.304,-.293,.277,-.320,.050,3.09,4.03,4.56,493,3,,2019
97,Danny Lee,83,70.997,301.4,57.08,66.74,-.240,-.139,.156,.085,.102,-.137,2.98,4.05,4.70,633,3,,2019
98,Brian Stuard,98,70.999,276.6,71.09,64.89,.176,.190,.266,-.239,.217,.393,3.00,3.99,4.74,572,3,,2019
99,Hank Lebioda,76,71.002,294.0,65.64,69.21,-.280,.081,.281,.085,.447,.167,3.02,4.04,4.55,291,1,,2019
100,Brian Harman,91,71.016,288.4,68.17,64.17,.090,.245,-.301,.312,.256,.346,3.09,4.02,4.66,534,4,,2019
101,Kevin Tway,84,71.020,303.8,55.26,67.01,-.131,.249,.124,-.099,.274,.143,3.03,4.04,4.54,"1,242",2,1,2019
102,Keith Mitchell,86,71.021,303.2,60.38,67.34,-.338,-.102,.037,.657,.592,.254,3.06,4.03,4.58,926,3,1,2019
103,Dominic Bozzelli,73,71.023,296.4,60.19,66.92,.847,.005,-.766,-.236,-.997,-.150,3.04,3.98,4.62,316,2,,2019
104,Roger Sloan,88,71.034,295.8,61.83,65.08,.101,-.105,.096,-.072,-.081,.020,3.06,4.02,4.62,505,3,,2019
105,J.J. Spaun,90,71.034,290.4,63.56,68.36,-.021,.003,.094,-.046,.051,.030,3.04,4.01,4.58,479,2,,2019
106,Adam Svensson,73,71.042,289.8,65.24,69.40,-.602,.259,.509,.213,.981,.380,3.04,4.01,4.61,223,,,2019
107,Alex Noren,63,71.046,301.1,62.38,65.28,-.266,.280,-.366,.083,-.003,-.269,3.12,4.06,4.61,367,,,2019
108,Harris English,97,71.055,301.0,61.57,66.85,.527,.134,-.437,-.024,-.327,.200,3.13,3.99,4.59,289,,,2019
109,Bill Haas,77,71.056,291.5,61.33,64.65,.055,.350,-.169,-.083,.098,.153,3.11,4.04,4.50,312,2,,2019
110,Pat Perez,68,71.059,286.1,65.28,65.32,.535,.335,-.085,-.498,-.248,.288,3.02,4.03,4.64,376,3,,2019
111,Brice Garnett,87,71.067,287.4,71.45,69.54,.091,-.153,-.253,.281,-.125,-.034,3.05,3.98,4.66,466,2,,2019
112,Carlos Ortiz,84,71.069,301.0,62.30,67.82,.079,-.060,-.072,.177,.046,.125,3.06,4.02,4.60,441,3,,2019
113,Kyle Stanley,81,71.094,288.9,69.08,67.47,-.297,-.062,.309,.037,.285,-.013,3.09,4.04,4.59,471,1,,2019
114,Sung Kang,86,71.101,300.5,60.72,66.14,-.088,-.083,.036,.165,.118,.030,3.07,4.06,4.56,"1,003",4,1,2019
115,Richy Werenski,89,71.104,293.6,61.26,65.93,.074,-.114,-.163,.057,-.221,-.147,3.01,4.02,4.64,374,1,,2019
116,Max Homa,82,71.110,300.2,57.48,65.14,-.006,-.304,.179,.213,.087,.082,3.04,4.07,4.56,825,2,1,2019
117,Roberto Castro,76,71.127,283.8,67.50,68.44,-.079,.039,.432,-.382,.088,.009,3.01,4.01,4.67,312,2,,2019
118,Kevin Na,65,71.144,289.6,64.05,64.44,.089,.355,-.076,-.282,-.002,.087,3.04,4.06,4.67,823,3,1,2019
119,Trey Mullinax,77,71.194,310.2,51.03,67.50,-.353,-.293,.134,.341,.181,-.172,3.09,4.04,4.58,260,,,2019
120,Austin Cook,68,71.201,291.0,70.26,65.71,-.088,-.372,-.095,.236,-.232,-.319,3.07,4.03,4.61,364,2,,2019
121,Stephan Jaeger,77,71.201,293.7,59.54,65.96,-.091,.365,-.127,-.239,-.002,-.093,3.00,4.05,4.57,278,,,2019
122,Roberto DÃ­az,73,71.207,287.4,67.85,66.58,.162,.063,-.466,.118,-.285,-.123,3.05,4.02,4.60,271,2,,2019
123,Luke List,66,71.223,313.3,53.06,65.43,-.280,.006,-.005,.481,.482,.202,3.12,4.07,4.54,506,4,,2019
124,Wes Roach,69,71.228,294.1,65.95,67.64,.000,.197,-.110,.079,.166,.165,2.96,4.04,4.57,345,2,,2019
125,Chase Wright,75,71.233,299.1,62.62,67.95,.379,-.313,-.069,.013,-.369,.010,3.05,4.02,4.62,265,2,,2019
126,Kramer Hickok,79,71.243,291.0,69.25,67.10,-.604,.245,-.264,.336,.317,-.287,3.10,4.02,4.60,250,1,,2019
127,Jimmy Walker,74,71.262,299.2,55.65,64.71,-.130,.322,.051,-.181,.192,.062,3.02,4.06,4.70,258,,,2019
128,Andrew Landry,80,71.265,286.8,71.72,67.12,-.153,-.244,.200,.185,.142,-.011,3.04,4.02,4.67,481,1,,2019
129,Patton Kizzire,76,71.292,294.9,60.71,63.96,.642,-.120,-.132,-.489,-.740,-.098,3.02,4.03,4.73,406,1,,2019
130,Bronson Burgoon,59,71.295,296.1,66.49,67.98,-.291,-.074,-.033,.054,-.053,-.344,3.03,4.05,4.65,343,2,,2019
131,Ryan Blaum,90,71.302,289.2,62.50,64.97,.194,.006,-.292,-.052,-.338,-.145,3.02,4.04,4.63,323,1,,2019
132,Kyoung-Hoon Lee,92,71.307,286.2,66.01,67.66,-.096,-.124,-.011,.125,-.011,-.107,3.07,4.02,4.70,453,2,,2019
133,Alex Prugh,77,71.322,303.7,64.08,71.44,-.344,-.323,.222,.379,.278,-.066,3.10,4.02,4.60,217,,,2019
134,Phil Mickelson,63,71.331,306.3,50.77,64.17,-.160,.094,-.065,-.307,-.278,-.438,3.10,4.03,4.76,948,2,1,2019
135,Jason Dufner,74,71.336,290.1,67.79,70.76,-.494,.124,.091,.264,.479,-.015,3.05,4.04,4.67,327,2,,2019
136,Hudson Swafford,59,71.350,295.2,57.66,66.76,-.031,-.239,.119,-.047,-.167,-.198,3.04,4.07,4.56,242,1,,2019
137,Brian Gay,93,71.356,274.9,70.19,64.36,.335,.065,-.392,-.286,-.613,-.278,3.09,4.03,4.64,415,2,,2019
138,Charley Hoffman,74,71.361,295.6,58.26,66.51,-.158,-.230,.396,.049,.216,.057,3.06,4.06,4.72,576,2,,2019
139,Patrick Rodgers,55,71.365,299.8,57.24,64.71,.428,.029,-.383,.157,-.197,.231,3.08,4.04,4.61,459,1,,2019
140,Beau Hossler,87,71.381,299.4,59.19,67.00,.619,-.080,-.765,.048,-.797,-.178,3.05,4.02,4.68,304,,,2019
141,Cameron Champ,78,71.393,317.9,55.30,69.30,-.099,-.597,-.335,.657,-.276,-.374,3.04,4.06,4.59,819,3,1,2019
142,Ben Silverman,70,71.401,287.2,67.97,66.50,-.112,-.079,-.330,.164,-.245,-.357,3.04,4.05,4.65,143,,,2019
143,JosÃ© de JesÃºs RodrÃ­guez,67,71.420,290.2,60.31,64.27,.151,.129,-.455,-.067,-.392,-.240,3.06,4.01,4.66,187,,,2019
144,Branden Grace,76,71.421,295.1,57.22,66.09,-.520,.278,.110,.024,.413,-.107,3.07,4.08,4.64,588,2,,2019
145,Scott Stallings,82,71.443,297.0,58.97,66.74,-.329,-.017,.259,.009,.251,-.078,3.05,4.04,4.61,452,2,,2019
146,JuliÃ¡n Etulain,70,71.453,291.8,54.81,63.50,.048,.091,-.289,-.284,-.482,-.434,3.10,4.05,4.61,189,,,2019
147,Chesson Hadley,76,71.453,297.6,59.75,64.64,.230,-.252,.231,-.336,-.357,-.128,3.10,4.05,4.67,573,3,,2019
148,Adam Long,76,71.464,292.0,66.51,65.28,-.369,-.151,.138,-.036,-.049,-.418,3.10,4.06,4.67,734,2,1,2019
149,Jim Knous,57,71.483,296.5,55.21,67.71,-.249,-.275,.111,.041,-.123,-.372,3.11,4.04,4.68,223,1,,2019
150,FabiÃ¡n GÃ³mez,62,71.484,290.2,68.17,68.10,-.144,.222,-.286,.048,-.016,-.159,3.02,4.02,4.65,209,,,2019
151,Jonathan Byrd,55,71.490,281.6,58.25,65.19,-.412,.205,.204,-.758,-.349,-.762,3.05,3.99,4.73,283,1,,2019
152,Sam Saunders,78,71.493,299.9,56.55,64.79,-.082,-.247,.100,-.136,-.283,-.365,3.05,4.04,4.69,197,1,,2019
153,Peter Uihlein,84,71.512,297.5,50.55,66.03,.345,.085,-.168,-.442,-.526,-.181,3.06,4.01,4.68,353,2,,2019
